customer_id,customer_name,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment_Label
711,Lin Norville,132,4,3274,3,3,2,Loyal Customers
714,Marnie Dennington,178,1,1587,2,1,1,Hibernating
715,Lindsey McCuthais,18,1,1682,4,1,1,Potential Loyalists
717,Mellisent Druhan,219,1,699,2,1,1,Hibernating
723,Drusi Eagell,94,1,651,3,1,1,Potential Loyalists
724,Etheline Bahde,293,1,592,1,1,1,Hibernating
725,Bucky Cragell,85,1,1498,3,1,1,Potential Loyalists
726,Rey Grasner,161,2,3309,2,1,2,Hibernating
727,Herschel Verdey,3,4,4428,4,3,3,Loyal Customers
728,Kellie Curbishley,212,1,1016,2,1,1,Hibernating
729,Gerri McCarle,40,3,3156,4,2,2,Potential Loyalists
731,Olimpia Tankus,218,1,771,2,1,1,Hibernating
732,Gorden Seago,17,4,4240,4,3,3,Loyal Customers
733,Otto Matyasik,189,1,1781,2,1,1,Hibernating
735,Valentino Branney,81,1,851,3,1,1,Potential Loyalists
736,Delia Mably,133,3,2778,3,2,2,Potential Loyalists
737,Zebulen Zannotti,68,2,2699,4,1,2,Potential Loyalists
738,Lilyan Pirt,270,1,1136,1,1,1,Hibernating
739,Kristel Klaaassen,68,3,3074,4,2,2,Potential Loyalists
740,Meryl Neeson,65,3,2991,4,2,2,Potential Loyalists
742,Selestina Dauber,3,3,3097,4,2,2,Potential Loyalists
745,Lindy Saltrese,4,1,1479,4,1,1,Potential Loyalists
747,Cristen Hagley,8,1,327,4,1,1,Potential Loyalists
750,Mirabelle Vaney,3,2,1261,4,1,1,Potential Loyalists
754,Ninnetta Lammin,21,3,2972,4,2,2,Potential Loyalists
755,Herbert Rock,57,1,1178,4,1,1,Potential Loyalists
757,Taffy Quimby,3,3,3826,4,2,2,Potential Loyalists
758,Mallissa Lawdham,52,2,2764,4,1,2,Potential Loyalists
761,Jan Gligori,219,1,751,2,1,1,Hibernating
762,Eloise Ondrusek,13,1,736,4,1,1,Potential Loyalists
764,Brod Phifer,2,2,1328,4,1,1,Potential Loyalists
765,Marni Figiovanni,224,1,1667,1,1,1,Hibernating
767,Waylin Gasson,26,3,3491,4,2,2,Potential Loyalists
768,Aida Warsap,216,1,2136,2,1,2,Hibernating
769,Sigmund Bothen,88,2,2421,3,1,2,Potential Loyalists
770,Thorsten Sowrey,93,1,1015,3,1,1,Potential Loyalists
771,Paul McGavigan,221,1,1078,2,1,1,Hibernating
772,Marlee Edser,129,2,2175,3,1,2,Potential Loyalists
773,Paxon O'Shiel,291,1,998,1,1,1,Hibernating
774,Ellynn Korba,16,3,2165,4,2,2,Potential Loyalists
775,Edee Wildt,126,1,781,3,1,1,Potential Loyalists
776,Felice Dumbleton,28,2,2201,4,1,2,Potential Loyalists
778,Chastity Daniaud,9,3,3947,4,2,3,Potential Loyalists
780,Cinda Alleyne,62,1,279,4,1,1,Potential Loyalists
781,Denny Parlour,211,1,860,2,1,1,Hibernating
783,Gusty Smallacombe,51,3,3021,4,2,2,Potential Loyalists
785,Jillana Blankau,131,1,461,3,1,1,Potential Loyalists
786,Lorine McLugish,203,1,519,2,1,1,Hibernating
787,Sharl Izzett,69,2,1812,4,1,1,Potential Loyalists
788,Gwenette Kahen,115,1,1311,3,1,1,Potential Loyalists
789,Bone Perche,284,2,2674,1,1,2,Hibernating
790,Drake Ivanilov,294,1,525,1,1,1,Hibernating
791,Jojo Toffanini,173,2,1749,2,1,1,Hibernating
793,Tressa Cunnane,197,2,1953,2,1,1,Hibernating
794,Elizabet Pippin,66,2,2723,4,1,2,Potential Loyalists
795,Berri O' Clovan,252,1,327,1,1,1,Hibernating
796,Perry McAless,200,1,2024,2,1,2,Hibernating
797,Rachelle Jelf,123,1,2298,3,1,2,Potential Loyalists
799,Gibbie Beardall,45,2,1468,4,1,1,Potential Loyalists
800,Katusha Ceney,45,2,1243,4,1,1,Potential Loyalists
801,Morgana Weymouth,10,2,2015,4,1,2,Potential Loyalists
802,Amaleta Beange,162,1,100,2,1,1,Hibernating
803,Gertrude Harriott,52,2,2371,4,1,2,Potential Loyalists
807,Dena Banbrick,231,2,1952,1,1,1,Hibernating
808,Marvin Van Hault,4,1,390,4,1,1,Potential Loyalists
809,Winn Siemandl,133,2,1863,3,1,1,Potential Loyalists
810,Charles Duffitt,43,1,518,4,1,1,Potential Loyalists
812,Else Bicheno,155,1,796,2,1,1,Hibernating
813,Saul Franklyn,30,3,4969,4,2,3,Potential Loyalists
816,Edithe Yitshak,39,1,675,4,1,1,Potential Loyalists
817,Joella Tiddeman,208,1,1709,2,1,1,Hibernating
818,Nathaniel McCandless,26,1,112,4,1,1,Potential Loyalists
820,Normy Anlay,177,1,898,2,1,1,Hibernating
821,Errol Berkley,111,2,3034,3,1,2,Potential Loyalists
825,Judith Plimmer,221,1,881,2,1,1,Hibernating
827,Eryn Harcus,183,1,1181,2,1,1,Hibernating
828,Tucky Kitchaside,17,3,3050,4,2,2,Potential Loyalists
829,Marget Kells,222,1,1046,2,1,1,Hibernating
830,Gertrudis Pergens,22,2,2649,4,1,2,Potential Loyalists
833,Hilliard Papes,28,2,2571,4,1,2,Potential Loyalists
834,Glenn Keri,99,2,1606,3,1,1,Potential Loyalists
835,Randell Shorte,286,2,2376,1,1,2,Hibernating
836,Nixie Fraczak,198,1,603,2,1,1,Hibernating
840,Ellene Dedam,88,3,3620,3,2,2,Potential Loyalists
841,Rorie Hof,99,1,735,3,1,1,Potential Loyalists
842,Millicent Stedson,170,2,2402,2,1,2,Hibernating
843,Sheela Dovey,266,1,413,1,1,1,Hibernating
844,Lorelle Lancastle,96,2,1788,3,1,1,Potential Loyalists
846,Isidore Bleasdille,140,2,1956,3,1,1,Potential Loyalists
847,Rowena Soall,194,1,1039,2,1,1,Hibernating
849,Gina Pollen,47,1,716,4,1,1,Potential Loyalists
851,Worthy Pardoe,79,1,383,3,1,1,Potential Loyalists
852,Lucas Cromly,176,3,3342,2,2,2,Hibernating
853,Brenden Roast,128,1,868,3,1,1,Potential Loyalists
854,Lisle Worthing,232,1,1154,1,1,1,Hibernating
857,Dianemarie Neicho,140,1,1068,3,1,1,Potential Loyalists
865,Ondrea Apark,191,2,1235,2,1,1,Hibernating
867,Hunfredo Peyto,68,1,940,4,1,1,Potential Loyalists
868,Berry Rosiello,260,1,654,1,1,1,Hibernating
869,Vladimir Jandourek,252,1,1196,1,1,1,Hibernating
870,Lorenzo Dutch,82,2,1477,3,1,1,Potential Loyalists
871,Calypso Ellaway,131,2,1739,3,1,1,Potential Loyalists
872,Brendis Blackboro,181,3,2708,2,2,2,Hibernating
873,Cecilla Pigford,199,2,225,2,1,1,Hibernating
874,Prissie Kondratovich,80,1,200,3,1,1,Potential Loyalists
876,Glynda Dodshon,184,1,523,2,1,1,Hibernating
878,Elianore Syphas,69,2,1140,4,1,1,Potential Loyalists
882,Bartel Clemendet,29,4,1908,4,3,1,Loyal Customers
883,Noel Siviour,80,1,1372,3,1,1,Potential Loyalists
884,Frederique Hopkins,21,1,1299,4,1,1,Potential Loyalists
886,Emylee Buscher,79,2,2072,3,1,2,Potential Loyalists
887,Killie Wigzell,226,1,1711,1,1,1,Hibernating
889,Kaitlin Jeanes,30,1,912,4,1,1,Potential Loyalists
892,Jania Sailes,91,1,1427,3,1,1,Potential Loyalists
893,Angelle Huby,109,1,530,3,1,1,Potential Loyalists
895,Robena Gilbert,183,1,1437,2,1,1,Hibernating
896,Thoma Seaking,141,2,1708,3,1,1,Potential Loyalists
898,Jillian Sauven,32,2,1950,4,1,1,Potential Loyalists
900,Shelden Tinline,109,1,424,3,1,1,Potential Loyalists
904,Sutherlan Stepto,78,1,1014,3,1,1,Potential Loyalists
906,Vincent Kiledal,208,1,876,2,1,1,Hibernating
907,Aindrea Franzetti,114,3,2140,3,2,2,Potential Loyalists
908,Kakalina Ragge,2,3,4071,4,2,3,Potential Loyalists
909,Patin Circuit,60,3,3059,4,2,2,Potential Loyalists
912,Chancey Iacovozzo,24,2,828,4,1,1,Potential Loyalists
914,Emmalee Camin,254,1,969,1,1,1,Hibernating
916,Gabriella Nutman,133,1,1152,3,1,1,Potential Loyalists
918,Tracie Okey,61,1,896,4,1,1,Potential Loyalists
920,Curcio Kiffin,101,1,836,3,1,1,Potential Loyalists
921,Cindi McCague,39,1,624,4,1,1,Potential Loyalists
922,Adena Venn,51,2,1752,4,1,1,Potential Loyalists
924,Cherie Fairhead,35,1,1287,4,1,1,Potential Loyalists
925,Deirdre Burle,225,1,880,1,1,1,Hibernating
926,Vittorio Rosenstengel,168,3,3289,2,2,2,Hibernating
927,Joby Law,261,2,1441,1,1,1,Hibernating
928,Hughie Trelease,155,1,890,2,1,1,Hibernating
929,Reba Crauford,79,1,1229,3,1,1,Potential Loyalists
933,Lenna Beau,63,1,698,4,1,1,Potential Loyalists
935,Pen Andrzejczak,231,1,2141,1,1,2,Hibernating
936,Mart Naismith,11,1,1718,4,1,1,Potential Loyalists
937,Judy Mesias,66,2,1764,4,1,1,Potential Loyalists
940,Jamesy Rennles,166,1,1759,2,1,1,Hibernating
941,Egon Figliovanni,19,1,815,4,1,1,Potential Loyalists
942,Lacee Denyukin,162,1,610,2,1,1,Hibernating
944,Peri Pilsworth,119,1,810,3,1,1,Potential Loyalists
945,Lorilyn Vittet,201,1,2095,2,1,2,Hibernating
946,Raul Crilly,295,1,636,1,1,1,Hibernating
947,Dulsea Collet,102,1,1467,3,1,1,Potential Loyalists
950,Eustacia Andreassen,153,1,319,2,1,1,Hibernating
951,Cy Sabbins,201,1,840,2,1,1,Hibernating
952,Geri Renton,196,1,1018,2,1,1,Hibernating
954,Timmie Kelshaw,28,1,1794,4,1,1,Potential Loyalists
955,Dolph Arrow,38,1,1685,4,1,1,Potential Loyalists
956,Camile Haveline,12,3,3373,4,2,2,Potential Loyalists
957,Felic Marrian,209,1,1254,2,1,1,Hibernating
963,Albina Disdel,83,1,1132,3,1,1,Potential Loyalists
965,Terri Lunny,92,2,1619,3,1,1,Potential Loyalists
966,Bunni Poundsford,229,1,600,1,1,1,Hibernating
969,Ginnie Glasheen,289,1,186,1,1,1,Hibernating
970,Delcine Pickthorn,140,1,505,3,1,1,Potential Loyalists
971,Constance Piddington,67,3,2069,4,2,2,Potential Loyalists
973,Lars Stading,117,1,2116,3,1,2,Potential Loyalists
974,Tally Rubel,220,1,797,2,1,1,Hibernating
977,Michell Lappine,271,1,1963,1,1,1,Hibernating
980,Sharleen Langworthy,38,2,2318,4,1,2,Potential Loyalists
981,Darby Aistrop,141,1,1747,3,1,1,Potential Loyalists
984,Devin Lindmark,13,1,575,4,1,1,Potential Loyalists
986,Theodosia Postins,29,2,3573,4,1,2,Potential Loyalists
987,Grady Wipper,222,2,1715,2,1,1,Hibernating
988,Tommie Benoy,260,1,1046,1,1,1,Hibernating
989,Sauncho Boosey,155,2,1815,2,1,1,Hibernating
991,Cristina Jowling,224,1,942,1,1,1,Hibernating
993,Orella Singyard,216,1,892,2,1,1,Hibernating
994,Vanna Densham,285,1,1716,1,1,1,Hibernating
995,Leandra Derks,83,1,2140,3,1,2,Potential Loyalists
996,Elvira Sarfati,51,2,3045,4,1,2,Potential Loyalists
998,Rebecka Fabler,97,4,4415,3,3,3,Loyal Customers
1000,Mandel Fairbanks,13,1,1483,4,1,1,Potential Loyalists
